Produto/Unidade,Nível de Comercialização,U.F.,01/2021,02/2021,03/2021,04/2021,05/2021,06/2021,07/2021,08/2021,09/2021,10/2021,11/2021,12/2021
BORRACHA CERNAMBI VIRGEM PRENSADO (kg),PRODUTOR,AC,"2,50","2,50","2,50","2,50","2,50","2,50","2,50","2,50","2,50","2,50","2,50","2,50"
BURITI FRUTO (kg),PRODUTOR,AC,"0,92","0,92","0,94","0,95","0,96","0,98","0,99","0,99","0,99","0,99","0,99","0,99"
CAFÉ CONILLON TIPO 7 (60 kg),PRODUTOR,AC,"330,00","330,00","333,91","343,41","350,95","382,50","394,77","395,00","395,00","398,10","399,77","400,00"
CASTANHA DO BRASIL EM CASCA (10 kg),PRODUTOR,AC,"42,08","49,17","54,28","55,99","63,92","65,00","65,00","65,00","65,00",,,"50,00"
FARINHA DE MANDIOCA EXTRA FINA SECA (50 kg),PRODUTOR,AC,"122,38","125,00","125,70","128,59","131,50","133,82","137,45","138,75","139,00","139,95","139,75","138,57"
FEIJÃO COMUM CORES (50 kg),PRODUTOR,AC,"255,86","257,81","259,79","261,39","263,09","264,55","265,81","268,84","270,44","271,95","273,70","274,62"
INHAME (kg),PRODUTOR,AC,"4,46","4,56","4,85","4,96","4,99","4,92","4,54","4,41","4,38","4,10","4,08","4,13"
LARANJA PERA (20 kg),PRODUTOR,AC,,,"22,67","23,54","25,00","25,27","25,48","26,00",,,,
LEITE DE VACA IN NATURA (l),PRODUTOR,AC,"1,42","1,50","1,51","1,60","1,64","1,69","1,75","1,91","2,00","2,20","2,25","2,25"
MARACUJÁ (kg),PRODUTOR,AC,"3,91","3,93","3,93","3,94","3,94","3,99","3,96","3,90","3,91","3,93","3,94","3,90"
MILHO EM GRÃOS (50 kg),PRODUTOR,AC,"70,00","70,00","71,48","73,00","71,75","65,36","65,00","65,00","65,00","65,00","65,18","73,09"
MURUMURU FRUTO (kg),PRODUTOR,AC,"0,50","0,50","0,50","0,50","0,50","0,53","0,55","0,57","0,57","0,62","0,70","0,70"
OVOS DE GALINHA GRANDE BRANCO (dz),PRODUTOR,AC,"4,70","4,71","4,77","4,83","4,87","4,91","5,57","5,95","6,43","6,43","6,35","6,33"
POLVILHO (kg),PRODUTOR,AC,"3,91","3,98","4,04","4,25","4,24","4,33","4,45","4,50","4,50","4,50","4,50","4,50"
RAIZ DE MANDIOCA DE MESA (kg),PRODUTOR,AC,"1,35","1,38","1,37","1,37","1,37","1,40","1,41","1,41","1,41","1,41","1,30","1,26"
RAIZ DE MANDIOCA PARA FARINHA (t),PRODUTOR,AC,"568,33","583,75","591,74","575,23","560,00","552,95","550,00","550,00","550,00","552,38","550,00","550,00"
ÓLEO DE MURUMURU (kg),PRODUTOR,AC,"32,00","32,00","32,00","32,00","32,00","32,00","32,00","32,00","33,82","35,00","37,00","38,30"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (kg),VAREJO,AC,"5,62","5,50","5,23","5,20","5,19","5,19","5,14","5,10","4,97","4,82","4,77","4,64"
ARROZ LONGO FINO BENEFICIADO TIPO 2 (kg),VAREJO,AC,"3,92","3,99","3,87","3,81","3,78","3,77","3,73","3,71","3,71","3,51","3,44","3,27"
AÇÚCAR CRISTAL (kg),VAREJO,AC,"2,90","2,90","2,91","2,97","2,99","3,00","3,05","3,15","3,33","3,37","3,42","3,47"
CARNE BOVINA PONTA DE AGULHA (kg),VAREJO,AC,"25,00","25,13","26,19","26,76","27,75","29,18","29,32","30,00","30,00","30,71","31,00","31,65"
CARNE DE FRANGO CONGELADO (kg),VAREJO,AC,"7,31","7,49","7,64","7,74","7,83","7,91","8,36","8,58","8,70","8,79","8,82","8,91"
CEBOLA (kg),VAREJO,AC,"4,25","4,77",,,,,,,,,,
FARINHA DE MANDIOCA MÉDIA TIPO 1 SECA (kg),VAREJO,AC,"4,88","4,96","4,94","4,92","4,93","4,91","4,79","4,74","4,77","4,76","4,75","4,75"
FARINHA DE TRIGO COMUM (kg),VAREJO,AC,"4,34","4,44","4,47","4,42","4,48","4,48","4,44","4,43","4,45","4,43","4,43","4,45"
FEIJÃO COMUM CORES TIPO 1 (kg),VAREJO,AC,"6,72","6,83","6,87","6,84","6,87","6,82","6,87","6,89","6,83","6,73","6,71","6,67"
FLOCOS DE MILHO ENRIQUECIDO (kg),VAREJO,AC,"4,22","4,25","4,24","4,23","4,25","4,25","4,19","4,10","4,11","4,16","4,19","4,24"
FUBÁ DE MILHO COMUM AMARELO (500 g),VAREJO,AC,"3,53","3,56","3,62","3,63","3,68","3,51","3,35","3,37","3,43","3,45","3,45","3,45"
LEITE DE VACA EM PÓ INTEGRAL (400 g),VAREJO,AC,"11,24","11,20","11,21","11,25","11,29","11,41","11,71","11,88","11,91","11,91","11,97","12,16"
LEITE DE VACA LONGA VIDA INTEGRAL (l),VAREJO,AC,"4,95","4,98","4,98","5,00","5,00","5,01","5,04","5,20","5,23","5,25","5,25","5,25"
MACARRÃO ESPAGUETE SÊMOLA COM OVOS (kg),VAREJO,AC,"6,80","6,80","6,82","6,83","6,88","6,93","6,87","6,89","6,89","6,90","6,96","6,98"
OLEO DE SOJA REFINADO (900 ml),VAREJO,AC,"8,56","8,19","7,59","7,73","8,24","8,39","8,31","8,32","8,29","8,48","9,01","9,56"
PÃO FRANCÊS (kg),VAREJO,AC,"10,00","10,19","10,26","10,00","10,00","10,00","9,99","10,00","10,00","10,00","10,00","10,00"
RAIZ DE MANDIOCA DE MESA (kg),VAREJO,AC,"2,85","2,85","2,85","2,85","2,85","2,85","2,83","2,85","2,85","2,85","2,85","2,85"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (30 kg),ATACADO,AL,"145,86","151,80","149,49","154,06","147,79","152,64","146,88","141,97","137,13","132,52","133,17","130,03"
AÇÚCAR CRISTAL (30 kg),ATACADO,AL,"76,41","75,49","76,86","72,32","89,27","98,79","97,88","100,72","97,18","96,87","103,38","106,91"
CAFÉ MOÍDO E TORRADO (10 kg),ATACADO,AL,"153,86","154,44","158,17","159,76","171,60","176,66","185,27","215,76","218,30","217,28","239,95","269,20"
CARNE BOVINA DIANTEIRO COM OSSO (kg),ATACADO,AL,"16,06","17,75","18,15","20,00","19,67","19,35","19,00","19,20","19,00","18,70","18,16","17,67"
CARNE DE FRANGO RESFRIADO (kg),ATACADO,AL,,,"9,56","9,28","9,79","10,42","10,70","12,45","12,71","12,72","13,08","12,49"
CARNE SUÍNA CONGELADO PERNIL COM OSSO (12 kg),ATACADO,AL,"248,00","253,13","233,03",,,,,,,,,"260,72"
FARINHA DE MANDIOCA MÉDIA TIPO 1 SECA (10 kg),ATACADO,AL,"33,01","31,52","32,12","31,67","31,52","30,88","30,70","29,34","31,09","31,65","31,81","31,99"
FARINHA DE TRIGO ENRIQUECIDA TIPO 1 (kg),ATACADO,AL,"3,35","3,34","3,25","3,29","3,39","3,42","3,45","3,64","3,66","3,77","3,77","3,79"
FEIJÃO CAUPI TIPO 1 (30 kg),ATACADO,AL,"196,57","215,51","217,04","218,96","224,22","231,32","233,89","229,86","227,88","228,88","226,79","222,98"
FEIJÃO COMUM CORES TIPO 1 (30 kg),ATACADO,AL,"218,88","224,28","226,99","219,55","213,33","211,80","209,91","208,98","208,39","206,03","203,72","197,12"
FEIJÃO COMUM CORES TIPO 2 (30 kg),ATACADO,AL,"185,04","199,43","192,53","190,52","185,74","188,46","190,23","187,78","194,87","187,32","187,24","180,96"
FEIJÃO COMUM PRETO TIPO 1 (30 kg),ATACADO,AL,"230,34","244,07","255,87","257,75","249,62","246,22","241,44","238,86","237,82","231,05","228,53","221,32"
FLOCOS DE MILHO ENRIQUECIDO (500 g),ATACADO,AL,"1,21","1,34","1,37","1,44","1,59","1,66","1,46","1,40","1,42","1,44","1,50","1,54"
FLOCOS DE MILHO FLOCÃO (500 g),ATACADO,AL,"1,37","1,33","1,38","1,46","1,56","1,63","1,69","1,77","1,81","1,88","1,88","1,92"
FLOCOS DE MILHO PRE-COZIDO (500 g),ATACADO,AL,"1,21","1,34","1,37","1,44","1,60","1,66","1,46","1,39","1,42","1,44","1,52","1,54"
FUBÁ DE MILHO COMUM AMARELO (kg),ATACADO,AL,"2,32","2,45","2,45","2,66","2,73","3,11","3,13","3,12","3,36","3,56","3,65","3,67"
FÉCULA DE MANDIOCA (kg),ATACADO,AL,"4,35","4,36","4,32","4,35","4,34","4,45","4,51","4,53","4,49","4,53","4,39","4,90"
LEITE DE VACA EM PÓ INTEGRAL (20 kg),ATACADO,AL,"526,84","488,90","500,87","493,97","499,39","500,55","518,63","532,53","527,58","511,91","526,92","524,15"
MACARRÃO ESPAGUETE SÊMOLA SEM OVOS (500 g),ATACADO,AL,"2,46","2,48","2,85","3,05","3,23","3,20","3,57","3,27","3,01","3,15","3,22","3,31"
MILHO EM GRÃOS (60 kg),ATACADO,AL,"72,24","70,00","75,39","90,05","96,25","94,48","96,41","100,00","100,82","84,86","80,91","80,03"
OLEO DE SOJA EXTRA FILTRADO (20 un),ATACADO,AL,"150,66","137,59","141,86","147,76","151,60","155,95","151,69","151,89","152,30","158,16","167,68","169,24"
OLEO DE SOJA REFINADO (20 un),ATACADO,AL,"150,66","137,59","141,86","147,76","151,90","155,95","151,69","151,94","152,30","158,16","167,78","169,24"
OVOS DE GALINHA BRANCO (A) (30 dz),ATACADO,AL,"149,06","153,76","187,19","191,31","190,13","191,32","181,85","186,46","191,20","192,40","183,78","183,17"
ABACAXI PÉROLA (un),PRODUTOR,AL,"1,74","1,35","0,90",,,"1,30","1,32","1,84","1,69","1,75","1,70","1,96"
ARROZ LONGO FINO EM CASCA (50 kg),PRODUTOR,AL,"62,50","64,06","70,99",,,,"72,91",,"69,84","63,79","65,71","60,80"
BANANA DA TERRA (1000 un),PRODUTOR,AL,"604,76","506,25","449,00","401,14","382,92","472,50","551,14","516,88","525,00","514,58","478,13","468,48"
BANANA PRATA (1000 un),PRODUTOR,AL,"72,14","82,82","119,89","121,25","112,50","111,59","119,55","106,88","107,28","112,09","105,00","97,60"
BATATA-DOCE (kg),PRODUTOR,AL,"1,14","1,11","1,13","1,08","1,83","2,10","2,80","2,16","1,93","1,83","1,76","1,97"
BOI GORDO (15 kg),PRODUTOR,AL,"302,45","306,46","291,98","295,95","301,68","309,04","302,07","300,00","298,33","287,43","283,43","289,87"
CANA DE AÇÚCAR (t),PRODUTOR,AL,"113,02","117,18","119,69","129,91","128,62","138,03","135,71","136,04","133,49","145,53","153,66","157,35"
CARNE CAPRINA CARCAÇA (kg),PRODUTOR,AL,"21,00",,"21,00","21,02","21,17","21,39","21,96","21,34","21,89","22,22","21,82","23,91"
CASTANHA DE CAJU EM CASCA (kg),PRODUTOR,AL,"3,27",,,,,,,,,,,"4,00"
COCO SECO (un),PRODUTOR,AL,"1,35","1,30","1,20","1,07","0,99","1,00","1,07","1,10","1,12","1,08","1,10","1,33"
COCO VERDE (un),PRODUTOR,AL,,"0,73","0,79","0,87","0,87","0,78","0,65","0,60","0,69","0,72","0,70","0,75"
FARINHA DE MANDIOCA FINA SECA (50 kg),PRODUTOR,AL,"88,64","99,07","98,26","126,73","140,00","140,68","120,12","112,50","120,79","127,03","128,75","151,22"
FEIJÃO COMUM CORES (60 kg),PRODUTOR,AL,,,,,,,,"250,00","250,00",,,"340,00"
FRANGO VIVO (kg),PRODUTOR,AL,"5,50","4,56","5,03","5,59","5,78","6,77","7,25","7,61","7,29","6,58","6,33","6,43"
INHAME (60 kg),PRODUTOR,AL,"249,05","259,60","276,86","255,52","256,31","278,87","288,48","283,15","248,30","193,90","237,12","211,74"
LARANJA LIMA (1000 un),PRODUTOR,AL,"255,72","230,00","210,00","185,00","156,88","140,91","140,00","141,25","122,33","120,00","127,50","151,93"
LEITE DE VACA IN NATURA (l),PRODUTOR,AL,"1,85","1,85","1,81","1,92","1,91","1,97","1,90","1,90","1,99","2,24","2,17","2,06"
MARACUJÁ (kg),PRODUTOR,AL,"2,65","2,34","2,35","2,26","2,12","1,98","2,09","1,90","1,68","1,83","1,88","2,28"
MEL DE ABELHA (kg),PRODUTOR,AL,"10,73","12,25","13,43","13,00",,,,"15,00","15,00","15,50","15,69","17,16"
MILHO EM GRÃOS (60 kg),PRODUTOR,AL,,,,,,,,,,,"75,00","76,09"
OVOS DE GALINHA GRANDE BRANCO (30 dz),PRODUTOR,AL,"120,00","125,00","136,39","132,73","126,67","131,39","133,41","132,50","140,00","138,64","130,24","112,00"
PINHA (kg),PRODUTOR,AL,"1,26","1,80","2,07","2,25",,,,,"4,76","4,71","4,80",
RAIZ DE MANDIOCA PARA FARINHA (t),PRODUTOR,AL,"337,50","272,50","292,39","350,00","373,33","405,45","418,18","400,00","414,74","420,00","412,50","411,11"
SUÍNO VIVO (kg),PRODUTOR,AL,"11,03","11,20","10,78","9,63","9,33","9,33","8,48","8,63","9,33","9,33","9,45","8,94"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (kg),VAREJO,AL,"6,09","5,94","5,86","5,95","5,77","5,48","5,44","5,49","5,59","5,47","5,37","5,22"
ARROZ LONGO FINO BENEFICIADO TIPO 2 (kg),VAREJO,AL,"4,37","4,50","4,14","4,14","4,47","4,30","4,11","4,04","4,59","4,45","4,44","3,76"
AÇÚCAR CRISTAL (kg),VAREJO,AL,"2,91","2,68","2,76","2,81","2,98","3,50","3,45","3,44","3,42","3,45","3,67","3,73"
BATATA INGLESA (kg),VAREJO,AL,"6,61","5,65","4,45","3,57","3,80","2,99","2,83","3,99","4,13","4,97","5,40","4,58"
CAFÉ MOÍDO E TORRADO (500 g),VAREJO,AL,"8,99","9,07","8,79","9,29","9,44","9,75","10,03","10,84","11,65","12,09","12,32","13,28"
CARNE DE FRANGO CONGELADO (kg),VAREJO,AL,"10,10","10,04","9,91","9,74","10,33","10,24","11,08","12,32","13,34","14,12","14,19","14,05"
CARNE DE FRANGO RESFRIADO (kg),VAREJO,AL,"10,69","9,94","9,91","10,50","10,07","12,05","12,49","13,17","15,88","16,10","15,98","15,98"
CEBOLA (kg),VAREJO,AL,"4,02","4,78","5,29","4,53","3,67","2,75","2,39","2,16","2,38","2,40","3,30","3,45"
EXTRATO DE TOMATE (340 g),VAREJO,AL,"5,23","4,05","4,78","4,78","5,17","4,73","4,35","5,17","5,68","5,15","5,06","5,06"
FARINHA DE MANDIOCA MÉDIA TIPO 1 SECA (kg),VAREJO,AL,"4,31","4,17","4,56","4,30","4,05","4,29","4,45","4,28","4,25","4,27","4,18","4,29"
FARINHA DE TRIGO COMUM (kg),VAREJO,AL,"4,55","4,17","4,09","4,53","4,56","4,85","4,95","4,86","5,27","5,04","4,86","5,17"
FEIJÃO CAUPI TIPO 1 (kg),VAREJO,AL,"6,97","6,91","7,22","7,62","8,20","8,16","8,11","8,09","7,90","7,62","7,65","7,75"
FEIJÃO COMUM CORES TIPO 1 (kg),VAREJO,AL,"8,55","8,55","8,28","8,01","8,33","8,12","7,86","7,91","7,81","8,04","7,64","7,62"
FEIJÃO COMUM PRETO TIPO 1 (kg),VAREJO,AL,"8,31","8,93","9,04","9,52","9,20","9,66","9,51","9,22","9,31","8,94","8,80","8,73"
FLOCOS DE MILHO PRE-COZIDO (500 g),VAREJO,AL,"1,47","1,46","1,40","1,51","1,56","1,61","1,66","1,74","1,73","1,70","1,70","1,74"
FUBÁ DE MILHO COMUM AMARELO (kg),VAREJO,AL,"2,69","2,77","2,79","3,00","3,23","3,37","3,27","3,49","3,58","3,59","3,71","3,77"
FUBÁ DE MILHO COMUM MIMOSO (kg),VAREJO,AL,"2,29","2,23","3,42","4,16","4,13","4,69","4,51","4,63","5,11","5,39","5,44","5,31"
LEITE DE VACA EM PÓ INTEGRAL (kg),VAREJO,AL,"31,43","31,05","30,87","32,07","31,20","32,31","32,78","33,60","33,13","32,61","32,69","28,47"
LEITE DE VACA UHT INTEGRAL (l),VAREJO,AL,"5,14","4,92","4,98","5,03","5,22","5,26","5,40","5,08","5,45","5,59","5,69","5,53"
MACARRÃO ESPAGUETE SÊMOLA SEM OVOS (500 g),VAREJO,AL,"3,07","3,13","3,28","3,44","3,53","3,52","3,49","3,71","3,59","3,60","3,92","3,98"
OLEO DE SOJA REFINADO (900 ml),VAREJO,AL,"8,39","8,17","7,91","7,89","7,98","8,51","8,47","8,38","8,31","8,35","8,70","8,76"
PÃO FRANCÊS (kg),VAREJO,AL,"8,83","9,52","9,12","9,09","9,17","9,44","9,61","9,59","9,76","9,72","9,73","9,34"
SAL (kg),VAREJO,AL,"1,50","1,41","1,49","1,57","1,74","1,63","1,62","1,48","1,46","1,43","1,43","1,52"
TOMATE (kg),VAREJO,AL,"3,26","2,78","3,10","3,33","4,57","3,98","4,43","3,89","2,89","4,30","5,39","5,56"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (30 kg),ATACADO,AM,"136,71","137,63","133,26","137,05","127,75","135,34","137,60","147,93","145,60","152,21","145,25","142,19"
AÇÚCAR CRISTAL (30 kg),ATACADO,AM,"86,79","87,00","86,02","87,41","93,75","95,76","98,20","104,06","112,41","117,04","116,76","119,10"
CARNE BOVINA DIANTEIRO COM OSSO (15 kg),ATACADO,AM,"294,90","288,38","268,50","265,73","282,75","290,49","285,33","284,25","285,82","283,70","269,51","279,13"
CASTANHA DO BRASIL BENEFICIADA (20 kg),ATACADO,AM,"840,00","835,00","820,00","820,00","990,00","1.131,82","1.380,00","1.380,00","1.233,18","1.211,19","1.241,00","1.284,35"
FARINHA DE MANDIOCA GROSSA(O) TIPO 1 D ÁGUA (25 kg),ATACADO,AM,"104,45","106,00","103,25","105,55","99,88","98,17","100,84","105,99","102,15","98,30","97,56","99,96"
FARINHA DE MANDIOCA MÉDIA TIPO 1 SECA (25 kg),ATACADO,AM,"102,05","103,45","104,50","101,82","96,83","96,35","97,71","97,94","102,43","96,63","96,54","93,22"
FARINHA DE TRIGO COMUM TIPO 1 (10 kg),ATACADO,AM,"34,79","36,65","35,45","36,30","36,55","37,51","40,32","39,71","38,03","36,03","38,91","41,03"
FEIJÃO CAUPI TIPO 1 (30 kg),ATACADO,AM,"162,65","169,50","183,91","190,23",,"200,85","232,46","227,47","223,02","206,91","205,69","206,37"
FEIJÃO COMUM CORES TIPO 1 (30 kg),ATACADO,AM,"219,33","234,13","226,91","225,95","245,63","231,91","221,62","219,01","213,43","208,35","214,28","214,34"
FEIJÃO COMUM PRETO TIPO 1 (30 kg),ATACADO,AM,"218,45","226,00","251,96","273,64","258,00","241,74","241,29","240,21","236,76","235,69","231,93","229,01"
FLOCOS DE MILHO ENRIQUECIDO (10 kg),ATACADO,AM,"56,12","57,95","57,04","58,32","45,50","45,86",,,,,,
FLOCOS DE MILHO FLOCÃO (10 kg),ATACADO,AM,"46,97","48,95","43,00","46,50","47,00","46,39","37,02","32,67","27,31","24,96","24,80","23,35"
FLOCOS DE MILHO PRE-COZIDO (10 kg),ATACADO,AM,"56,12","57,95","57,04","58,32","45,62","45,86",,,,,,
FUBÁ DE MILHO COMUM AMARELO (10 kg),ATACADO,AM,,"23,00","25,00","25,00",,,,,"27,90","27,40","27,00",
LEITE DE VACA EM PÓ INTEGRAL (24 un),ATACADO,AM,"281,14","287,25","291,74","295,68","295,50","282,58","297,31","334,58","352,69","373,45","302,37","324,69"
LEITE DE VACA LONGA VIDA INTEGRAL (12 l),ATACADO,AM,"52,08","59,50","64,17","69,11","57,75","55,57","72,53","66,61","60,72","61,13","59,17","60,53"
MACARRÃO ESPAGUETE SÊMOLA COM OVOS (10 kg),ATACADO,AM,"47,49","52,06","47,41","46,59","47,45","49,29","36,17","32,70","34,64","35,36","44,29","44,25"
MILHO EM GRÃOS (50 kg),ATACADO,AM,"90,64","96,39","82,39","84,28","86,24","91,27","96,16","98,75","95,55","86,95","85,27","86,87"
MILHO EM GRÃOS (60 kg),ATACADO,AM,"99,50",,,,,,,,,,,
OLEO DE SOJA REFINADO (20 un),ATACADO,AM,"162,48","165,00","161,22","163,95","163,90","163,14","162,96","166,02","161,48","162,64","174,38","177,87"
OVOS DE GALINHA TIPO A BRANCO (300 dz),ATACADO,AM,"1.258,81","1.271,25","1.320,00","1.329,09","1.420,00","1.454,55","1.538,18","1.740,00","1.685,45","1.660,71","1.665,00","1.586,09"
"SACARIA DE POLIPROPILENO NOVA MIN. 100G S/ LAMINA, S/ IMPRESSÃO, CAPAC. 60KG, DIMENSÃO 100CM X 60CM (1000 un)",ATACADO,AM,,,,,"3.480,00",,,,,,,
ABACAXI PÉROLA (kg),PRODUTOR,AM,"1,79","1,80","1,90","1,86","1,88","1,80","2,39","2,76","2,80","2,55","2,50","2,71"
AMÊNDOA DE ANDIROBA (kg),PRODUTOR,AM,,,"1,75","1,75","1,75","1,75","1,75","1,75","1,75","1,75","1,75","1,55"
AMÊNDOA DE CACAU (kg),PRODUTOR,AM,,,,,"8,00","8,00","8,00","7,50","7,50","7,50",,"10,00"
AÇAÍ FRUTO (kg),PRODUTOR,AM,,"3,23","3,23","3,49","3,51","3,50","3,50",,,,,"2,53"
BANANA PRATA (kg),PRODUTOR,AM,"2,79","2,85","2,90","2,90","2,90","3,48","3,54",,,,,"3,51"
BATATA-DOCE (kg),PRODUTOR,AM,"2,30","2,30","2,30","2,30","2,30","2,30","2,30","2,60","2,60","2,60","2,60","2,60"
BORRACHA CERNAMBI VIRGEM PRENSADO (kg),PRODUTOR,AM,"2,50","2,50","2,50",,"2,50","2,50","2,50","2,50","2,50","2,50","2,50","4,81"
BURITI FRUTO (kg),PRODUTOR,AM,,"1,25","1,30","1,30","1,30","1,30","0,85","0,50","0,50",,,"0,50"
CAFÉ CONILLON TIPO 7 (60 kg),PRODUTOR,AM,,,,,,"330,00","330,00","330,00","435,00","470,00","470,00","470,00"
CARÁ (kg),PRODUTOR,AM,"2,32","2,40",,,,,"1,58","1,60","1,22","1,00","1,00","1,00"
CASTANHA DO BRASIL EM CASCA (hl),PRODUTOR,AM,"139,40","139,40","139,40","139,40",,,,,,,,"300,00"
CURIMATÃ (kg),PRODUTOR,AM,"3,53","3,56","3,64",,,"3,98","4,31","3,65","2,89","2,66","4,88","5,72"
FARINHA DE MANDIOCA FINA SECA (50 kg),PRODUTOR,AM,"150,95","154,50","156,74","150,91","157,50","180,00","180,00","180,00","180,00","182,38","185,00","185,00"
FARINHA DE MANDIOCA MÉDIA D ÁGUA (50 kg),PRODUTOR,AM,"270,48","271,25","265,00","250,00","245,00","230,00","216,36","220,00","250,00","247,62","243,33","250,00"
GUARANÁ TIPO 1 (kg),PRODUTOR,AM,"19,00","19,00","19,00",,,,,,,,"20,00","22,50"
JARAQUI (kg),PRODUTOR,AM,"4,66","4,88","3,97","4,63","4,33","3,20","3,92","3,17","3,10","2,13","5,12","5,94"
JUTA JUTA/MALVA EM BRUTO (kg),PRODUTOR,AM,,,"3,00","3,00","3,08","3,10","3,10","3,10","2,90",,,
LEITE DE VACA IN NATURA (l),PRODUTOR,AM,"2,00","2,20","2,04","2,00","2,00","2,00","2,00","2,10","2,30","2,62","4,00","4,00"
OVOS DE GALINHA GRANDE BRANCO (30 dz),PRODUTOR,AM,"159,64","160,75","146,52","136,36","135,75","143,27","147,23","155,50","162,14","164,19","166,33","168,63"
PACU (kg),PRODUTOR,AM,,,,,,"7,80","9,26","8,88","4,06","2,82","4,75",
PIAÇAVA BENEFICIADA (kg),PRODUTOR,AM,,,,,,,,,,"2,60","2,60","2,60"
PIAÇAVA BENEFICIADA TORA (kg),PRODUTOR,AM,"2,40","2,40","2,40","2,47","2,50","2,50","2,50","2,50","2,50","2,57","2,60","2,60"
