Produto/Unidade,Nível de Comercialização,U.F.,01/2020,02/2020,03/2020,04/2020,05/2020,06/2020,07/2020,08/2020,09/2020,10/2020,11/2020,12/2020
FEIJÃO CAUPI (60 kg),PRODUTOR,MT,"148,90","165,84","199,96","211,59","192,66","166,86","154,13","173,00","198,61","230,90","251,37","252,94"
FEIJÃO COMUM CORES (60 kg),PRODUTOR,MT,"167,38","180,75","246,37","296,60","310,95","302,18","203,21","187,23","240,51","263,64","230,93","267,61"
GIRASSOL (60 kg),PRODUTOR,MT,"70,00","70,00","70,00","70,00","70,00","70,50","72,00","72,00","72,00","72,00","72,00","72,00"
LEITE DE VACA IN NATURA (l),PRODUTOR,MT,"1,16","1,16","1,13","1,15","1,12","1,13","1,15","1,34","1,50","1,57","1,62","1,73"
MARACUJÁ (12 kg),PRODUTOR,MT,"63,94","67,77","70,44","56,43","38,14","34,40","34,95","45,88","51,74","56,70","61,30","61,30"
MILHO DE PIPOCA (60 kg),PRODUTOR,MT,"45,00","45,00","45,00","45,00","45,00","45,00","45,00","45,00","45,00","45,00","46,50","45,52"
MILHO EM GRÃOS (60 kg),PRODUTOR,MT,"35,12","37,85","39,36","39,72","37,74","30,89","33,17","41,16","46,35","57,19","64,69","59,50"
NOVILHO PARA ENGORDA (15 kg),PRODUTOR,MT,"169,67","175,50","173,14","163,92","164,98","164,50","169,97","190,08","216,24","233,28","248,42","238,52"
PEQUI COM CASCA (28 kg),PRODUTOR,MT,"18,50","18,50",,,,,,,,,"22,00","24,82"
RAIZ DE MANDIOCA PARA FARINHA (t),PRODUTOR,MT,"430,38","430,38","426,46","408,32","388,47","378,23","370,04","363,34","353,82","442,59","604,56","614,57"
SOJA EM GRÃOS (60 kg),PRODUTOR,MT,"73,12","73,34","79,82","88,32","95,24","95,04","104,23","116,80","135,45","158,70","170,13","147,70"
SORGO GRANÍFERO EM GRÃOS (60 kg),PRODUTOR,MT,"21,29","21,69",,,,"22,75","23,18","25,79","29,30","34,70","42,00","42,93"
SUÍNO VIVO (15 kg),PRODUTOR,MT,"67,50","67,50","67,27","62,84","59,17","58,63","59,96","78,60","96,68","102,50","113,88","96,52"
TOMATE (kg),PRODUTOR,MT,"2,19","2,40","2,75","2,74","2,43","1,93","1,64","1,61","1,65","1,60","2,13","2,26"
VACA GORDA (15 kg),PRODUTOR,MT,"167,58","174,08","169,91","163,74","162,52","163,92","173,13","190,83","212,24","230,60","249,42","238,11"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (5 kg),VAREJO,MT,"14,87","14,65","14,54","15,80","14,13","14,59","14,67","16,46","20,92","21,53","22,00","22,67"
AÇÚCAR CRISTAL (kg),VAREJO,MT,"2,16","2,20","2,32","2,24","2,26","2,40","2,34","1,98","2,17","2,10","2,19","2,50"
CAFÉ MOÍDO E TORRADO (250 g),VAREJO,MT,"3,68","3,49","3,52","3,81","3,80","3,75","3,73","3,66","3,77","3,84","3,85","4,05"
CARNE DE FRANGO CONGELADO (kg),VAREJO,MT,"6,86","6,36","6,11","6,67","5,73","5,48","5,54","5,75","6,28","6,93","7,28","7,64"
CARNE SUÍNA RESFRIADO PERNIL COM OSSO (kg),VAREJO,MT,"12,82","11,61","12,70","15,90","15,90","15,90","15,81","15,85","16,24","16,90","17,40","16,29"
EXTRATO DE TOMATE (340 g),VAREJO,MT,"1,41","1,49","1,63","1,47","2,36","2,19","2,04","1,45","1,53","1,48","1,44","2,57"
FARINHA DE MANDIOCA MÉDIA TIPO 1 SECA (kg),VAREJO,MT,,,,,,,,,,,"4,83","4,22"
FARINHA DE TRIGO ENRIQUECIDA TIPO 1 (kg),VAREJO,MT,,,,,,,,,,,"3,23","3,44"
FEIJÃO CAUPI TIPO 1 (kg),VAREJO,MT,"4,47","4,47","4,89","4,85","4,89","5,99","6,03","6,09","7,04","6,59","6,19","6,29"
FEIJÃO COMUM CORES TIPO 1 (kg),VAREJO,MT,"5,01","5,00","5,09","5,94","6,65","7,65","7,39","6,05","6,10","6,22","5,98","6,45"
FEIJÃO COMUM PRETO TIPO 1 (kg),VAREJO,MT,"4,68","4,51","4,69","5,11","5,87","5,78","6,19","7,41","7,34","7,28","7,10","7,52"
FLOCOS DE MILHO ENRIQUECIDO (500 g),VAREJO,MT,,,,,,,,,,,,"1,57"
FUBÁ DE MILHO COMUM MIMOSO (kg),VAREJO,MT,"3,23","2,68","2,77","3,21","2,57","2,42","2,51","2,72","3,03","3,10","3,11","2,96"
LEITE DE VACA EM PÓ INTEGRAL (400 g),VAREJO,MT,"8,35","8,04","8,39","10,85","8,61","8,98","8,94","9,47","10,21","10,73","9,65","11,90"
LEITE DE VACA LONGA VIDA INTEGRAL (l),VAREJO,MT,"3,01","2,95","2,94","3,52","3,20","3,58","3,69","4,27","4,63","4,50","4,20","4,04"
MACARRÃO ESPAGUETE SÊMOLA COM OVOS (500 g),VAREJO,MT,"2,81","2,87","2,72","2,50","2,52","2,79","2,72","2,66","3,09","2,90","3,10","2,54"
OLEO DE SOJA REFINADO (900 ml),VAREJO,MT,"3,73","3,63","3,52","3,44","3,83","4,05","4,11","4,78","6,14","7,02","7,45","7,48"
PÃO FRANCÊS (kg),VAREJO,MT,"10,50","10,50","10,50","9,79","9,79","9,89","9,89","9,89","10,38","11,07","12,10","12,50"
SAL (kg),VAREJO,MT,"1,38","1,40","1,46","1,45","1,34","1,29","1,32","1,35","1,39","1,44","1,40","1,42"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (30 kg),ATACADO,PA,"85,65","85,06","89,66","84,16","91,10","102,78","105,06","110,99","121,33","134,03","142,30","141,19"
ARROZ LONGO FINO BENEFICIADO TIPO 2 (30 kg),ATACADO,PA,"77,22","77,88","76,00",,"75,00","84,10","89,40",,,,"92,75","92,77"
AÇÚCAR CRISTAL (30 kg),ATACADO,PA,"66,67","69,92","71,23","78,00","80,70","81,71","79,26","73,14","75,60","72,79","71,02","71,48"
CAFÉ MOÍDO E TORRADO (10 kg),ATACADO,PA,"124,80","131,44","133,68","140,53","140,93","140,05","137,40","150,11","153,37","155,52","157,35","150,35"
CARNE BOVINA DIANTEIRO COM OSSO (kg),ATACADO,PA,"10,28","11,45","11,93",,,,,,,,,
CARNE DE FRANGO CONGELADO (20 kg),ATACADO,PA,"125,60","137,50","133,50","134,95","132,52","134,68","128,39","134,71","136,15","143,82","156,04","164,52"
CARNE DE FRANGO RESFRIADO (20 kg),ATACADO,PA,"139,74","145,25","137,90","141,45","135,81","142,25","141,65","142,58","148,30","155,29","172,05","178,45"
CARNE SUÍNA CONGELADO PERNIL COM OSSO (12 kg),ATACADO,PA,"166,21","174,31","171,41","189,50","197,65","199,95","195,70","198,15","197,00","205,18","211,09","219,32"
FARINHA DE MANDIOCA MÉDIA TIPO 1 SECA (30 kg),ATACADO,PA,"64,52","67,00","65,33",,,,"71,00","70,62","77,82","87,27","98,81","107,58"
FARINHA DE TRIGO ENRIQUECIDA TIPO 1 (kg),ATACADO,PA,"3,02","3,09","3,07","3,32","3,49","3,62","3,64","3,73","3,82","3,87","4,21","4,31"
FEIJÃO CAUPI TIPO 1 (30 kg),ATACADO,PA,"116,89","140,88","142,87","142,72","143,94","172,53","171,67","169,73","166,58","170,65","168,91","163,18"
FEIJÃO COMUM CORES TIPO 1 (30 kg),ATACADO,PA,"160,15","147,68","144,13","167,32","189,94","223,60","200,09","177,68","184,29","188,29","180,20","198,75"
FEIJÃO COMUM PRETO TIPO 1 (30 kg),ATACADO,PA,"121,54","118,21","121,10","137,50","157,13","189,33","195,43","184,62","194,35","207,75","207,95","218,76"
FLOCOS DE MILHO ENRIQUECIDO (15 kg),ATACADO,PA,"36,43","40,03","39,60","41,10","36,78","39,13","38,38","40,25","42,70","45,69","41,84","41,98"
FLOCOS DE MILHO PRE-COZIDO (15 kg),ATACADO,PA,"36,43","40,03","39,60","41,10","36,78","39,13","38,38","40,26","42,70","45,69","41,73","41,98"
FUBÁ DE MILHO COMUM AMARELO (kg),ATACADO,PA,,,,,,,,,,,"2,38","2,41"
LEITE DE VACA EM PÓ INTEGRAL (kg),ATACADO,PA,"20,39","20,40","20,78","20,75","20,60","21,41","22,39","24,52","26,67","25,87","25,40","24,76"
LEITE DE VACA LONGA VIDA INTEGRAL (12 l),ATACADO,PA,"43,78","41,69","40,29","37,85","40,88","44,91","54,75","56,77","60,99","64,91","57,35","58,37"
MACARRÃO ESPAGUETE SÊMOLA COM OVOS (10 kg),ATACADO,PA,"25,38","26,23","24,69","24,21","25,86","26,63","26,47","26,93","27,35","25,28","25,44","25,86"
MILHO EM GRÃOS (60 kg),ATACADO,PA,"49,81","53,37","55,21","55,11","43,81","42,87","44,38","47,37","54,27","60,39","67,29","71,14"
OLEO DE SOJA REFINADO (20 un),ATACADO,PA,"81,04","82,61","81,16","84,62","86,35","87,38","92,81","96,74","116,26","145,34","167,62","167,78"
OVOS DE GALINHA GRANDE BRANCO (30 dz),ATACADO,PA,"14,83","15,16","15,25","15,87","15,33","14,79","15,01","16,80","16,62","16,67","16,50","16,45"
POLPA DE CAJÚ (kg),ATACADO,PA,"8,50","8,50","8,50","8,50","8,50","8,50","8,50","8,50","8,50","8,50","8,50","8,50"
ABACAXI PÉROLA (un),PRODUTOR,PA,,"0,78","0,76","0,89","0,99","0,87","0,92","1,00","1,12","1,00","1,02","1,32"
AMÊNDOA DE ANDIROBA (kg),PRODUTOR,PA,"0,75","0,66","0,60","0,60","0,60","0,60","0,60",,,,"0,65","0,65"
AMÊNDOA DE CACAU (kg),PRODUTOR,PA,"10,80","12,08","12,08","12,34","11,18","9,28","9,06","9,50","11,91","12,93","13,10","13,81"
ARROZ LONGO FINO EM CASCA (60 kg),PRODUTOR,PA,"56,35","56,41","57,78","61,86","65,13","73,34","75,23","74,42","83,83","94,43","100,38","101,74"
AÇAÍ FRUTO (kg),PRODUTOR,PA,"2,76","3,33","3,87","3,81","4,16","3,76","2,15","1,61","2,01","2,50","2,98","2,97"
BOI GORDO (15 kg),PRODUTOR,PA,"174,78","182,87","187,21","185,13","188,58","194,68","204,67","219,91","241,82","256,90","266,69","255,52"
BORRACHA CERNAMBI VIRGEM PRENSADO (kg),PRODUTOR,PA,"2,40","2,40","2,25","2,01","2,07","2,10","2,10","2,10","2,10","2,10","2,10","2,10"
BORRACHA LATEX (kg),PRODUTOR,PA,"2,40","2,40","2,40",,,,,,,,,
BURITI FRUTO (kg),PRODUTOR,PA,"1,45","1,40","1,35","1,35","1,39","1,40",,,,,,"0,75"
CASTANHA DE BABAÇU AMÊNDOA (kg),PRODUTOR,PA,"4,50","4,50",,,,,,,,,,
CASTANHA DO BRASIL EM CASCA (kg),PRODUTOR,PA,"2,52","2,68","2,56","2,00","1,95","1,95","2,08",,,,,
FARINHA DE MANDIOCA MÉDIA SECA (60 kg),PRODUTOR,PA,"149,30","162,50","182,96","186,82","195,06","220,21","227,50","233,13","248,64","262,96","276,88","272,50"
FEIJÃO CAUPI (60 kg),PRODUTOR,PA,"132,83","141,09","142,62","166,59","200,63","262,48","300,65","286,70","242,33","267,91","269,77","237,36"
FRANGO VIVO (kg),PRODUTOR,PA,"4,96","4,83","4,72","4,09","3,85","4,64","4,65","4,80","4,91","5,03","5,81","5,95"
LARANJA PERA (t),PRODUTOR,PA,"512,39","732,50","938,64","950,91","894,29","825,00","641,30","362,50","363,64","402,35","427,50","532,17"
LEITE DE VACA IN NATURA (l),PRODUTOR,PA,"0,96","0,94","0,94","0,93","0,96","0,94","0,98","1,00","1,02","1,05","1,10","1,18"
LÁTEX (kg),PRODUTOR,PA,"2,40","2,40","2,40",,,,,,,,,
MILHO EM GRÃOS (60 kg),PRODUTOR,PA,"44,85","46,78","47,94","49,07","49,59","43,27","43,75","49,70","52,62","57,04","63,11","67,78"
MURUMURU FRUTO (kg),PRODUTOR,PA,,,"1,20","1,20","1,20","1,20",,,,,,
OVOS DE GALINHA GRANDE BRANCO (dz),PRODUTOR,PA,"3,16","3,78","3,88","4,34","4,01","3,81","3,22","3,32","3,30","3,59","3,87","4,07"
PIMENTA DO REINO (kg),PRODUTOR,PA,"6,03","6,03","6,06","6,24","6,57","7,62","8,87","9,91","10,33","10,83","10,95","11,26"
RAIZ DE MANDIOCA PARA FARINHA (t),PRODUTOR,PA,"246,81","244,92","287,56","294,07","302,69","351,45","375,59","384,26","404,19","418,79","438,00","481,96"
SOJA EM GRÃOS (60 kg),PRODUTOR,PA,"80,41","78,50","82,50","87,41","96,41","90,88","106,17","106,58","123,11","132,77","150,00","147,37"
VACA GORDA (15 kg),PRODUTOR,PA,"164,11","173,32","178,56","178,35","182,02","184,44","195,36","212,44","233,69","249,58","261,63","252,93"
ÓLEO DE MURUMURU (kg),PRODUTOR,PA,"38,50","38,50","39,00","39,00","39,00","39,00","39,00","39,00","39,00","39,00","39,00","39,00"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (kg),VAREJO,PA,"2,98","2,98","2,95","2,92","3,24","3,43","3,60","3,68","3,98","4,46","4,86","5,09"
ARROZ LONGO FINO BENEFICIADO TIPO 2 (kg),VAREJO,PA,"2,68","2,60","2,57",,,"2,97","3,30",,,,,
AÇÚCAR CRISTAL (kg),VAREJO,PA,"2,26","2,37","2,44","2,52","2,68","2,69","2,72","2,55","2,63","2,56","2,59","2,67"
BATATA INGLESA (kg),VAREJO,PA,"3,93","3,51","3,26","4,27","6,38","6,91","6,29","4,21","3,37","3,22","4,50","5,64"
CAFÉ MOÍDO E TORRADO (250 g),VAREJO,PA,"3,39","3,41","3,41","3,63","3,71","3,81","3,81","3,89","3,88","3,93","4,08","4,18"
CARNE DE FRANGO CONGELADO (kg),VAREJO,PA,"6,59","6,89","6,79","6,91","6,73","6,79","6,68","6,76","6,73","7,11","7,93","8,32"
CARNE DE FRANGO RESFRIADO (kg),VAREJO,PA,"7,38","7,47","7,22","7,46","7,02","7,30","7,38","7,44","7,54","7,94","8,98","9,18"
CARNE SUÍNA CONGELADO PERNIL COM OSSO (kg),VAREJO,PA,"15,44","15,81","16,31","16,70","17,33","17,62","16,89","17,14","16,96","17,78","18,00","19,32"
CEBOLA (kg),VAREJO,PA,"3,44","2,73","2,57","3,30","6,78","6,78","6,53","4,59","3,88","3,07","3,18","3,38"
FARINHA DE MANDIOCA MÉDIA TIPO 1 SECA (kg),VAREJO,PA,,,,,,,,,,,"4,98","4,90"
FARINHA DE MANDIOCA MÉDIA TIPO 2 D ÁGUA (kg),VAREJO,PA,"4,98","5,38","5,00","5,35","5,72","6,44","6,56","6,50","6,49","6,39","6,73","6,16"
FARINHA DE TRIGO COMUM (kg),VAREJO,PA,"3,20","3,16","3,02","3,22","3,39","3,50","3,60","3,58","3,61","3,65","3,82","3,98"
FEIJÃO CAUPI TIPO 1 (kg),VAREJO,PA,"3,82","4,54","4,82","4,89","5,36","6,19","6,03","5,57","5,52","5,78","5,74","5,71"
FEIJÃO COMUM CORES TIPO 1 (kg),VAREJO,PA,"5,47","5,09","5,02","5,88","7,01","7,82","6,89","6,13","6,21","6,36","6,49","6,43"
FEIJÃO COMUM PRETO TIPO 1 (kg),VAREJO,PA,"4,18","4,25","4,59","5,13","5,95","6,96","6,74","6,26","6,51","7,03","7,36","7,18"
FLOCOS DE MILHO PRE-COZIDO (500 g),VAREJO,PA,"1,21","1,33","1,34","1,52","1,62","1,47","1,36","1,31","1,44","1,53","1,53","1,51"
FUBÁ DE MILHO COMUM MIMOSO (500 g),VAREJO,PA,"1,85","1,86","1,85","1,95","1,90","1,67","1,80","1,90","2,09","2,06","2,30","2,50"
LEITE DE VACA EM PÓ INTEGRAL (200 g),VAREJO,PA,"4,12","4,04","4,08","4,09","4,27","4,46","4,77","4,90","5,06","5,37","5,57","5,59"
LEITE DE VACA LONGA VIDA INTEGRAL (l),VAREJO,PA,"3,67","3,57","3,48","3,71","3,84","4,31","4,73","4,74","5,07","5,34","4,85","4,85"
MACARRÃO ESPAGUETE SÊMOLA (500 g),VAREJO,PA,"2,57","2,51","2,65","2,62","2,64","2,73","2,68","2,96","2,82","2,58","2,65",
MACARRÃO ESPAGUETE SÊMOLA SEM OVOS (500 g),VAREJO,PA,"2,57","2,51","2,65","2,62","2,64","2,73","2,68","2,96","2,82","2,58","2,65","2,58"
OLEO DE SOJA REFINADO (900 ml),VAREJO,PA,"4,11","4,20","4,09","4,16","4,41","4,58","4,67","4,96","5,94","7,39","8,30","8,19"
PÃO FRANCÊS (kg),VAREJO,PA,"11,70","11,70","11,70","11,72","11,77","11,90","11,90","11,90","11,90","11,90","11,65","11,58"
SAL (kg),VAREJO,PA,"0,81","0,74","0,76","0,88","0,94","0,87","0,88","0,88","0,93","0,89","0,95","0,96"
TOMATE (kg),VAREJO,PA,"4,28","5,33","5,49","5,80","6,66","6,34","5,09","4,43","4,53","4,14","5,40","6,08"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (30 kg),ATACADO,PB,"88,37","89,25","93,58","92,29","91,94","92,70","92,70","96,16","113,45","136,02","147,48","146,50"
AÇÚCAR CRISTAL (30 kg),ATACADO,PB,"64,48","64,95","65,80","64,87","64,56","65,70","65,70","61,68","66,17","71,56","75,20","70,28"
CAFÉ MOÍDO E TORRADO (10 kg),ATACADO,PB,"149,39","151,80","148,95","147,81","155,06","156,00","154,00","142,88","138,75","138,72","137,75","142,48"
CARNE BOVINA DIANTEIRO COM OSSO (kg),ATACADO,PB,"14,15","14,55","14,76","15,23","16,00","16,50","16,50","16,13","16,18","18,64","20,13","23,23"
CARNE BOVINA PONTA DE AGULHA (kg),ATACADO,PB,"12,65","13,05","13,75","14,31","14,90","14,90","14,90","15,65","16,05","18,36","19,98","23,14"
CARNE DE FRANGO CONGELADO (20 kg),ATACADO,PB,"135,11","129,96","132,19","124,95","119,90","120,09","123,43","119,75","119,49","122,18","124,55","132,41"
FARINHA DE MANDIOCA FINA TIPO 1 SECA (25 kg),ATACADO,PB,"55,21","53,93","55,31","56,36","60,00","61,25","62,00","66,86","64,74","56,73","60,74","64,53"
FARINHA DE TRIGO ENRIQUECIDA TIPO 1 (10 kg),ATACADO,PB,"25,07","24,90","25,38","25,61","26,50","26,71","28,80","27,34","29,36","32,03","32,00","32,00"
FEIJÃO CAUPI TIPO 1 (30 kg),ATACADO,PB,"138,46","157,35","169,60","173,09","177,10","179,00","192,00","198,00","197,02","188,78","190,13","192,26"
FEIJÃO COMUM CORES TIPO 1 (30 kg),ATACADO,PB,"154,92","177,45","172,58","178,00","186,10","186,00","201,00","204,64","202,87","195,25","213,05","225,00"
FEIJÃO COMUM PRETO TIPO 1 (30 kg),ATACADO,PB,"148,00","156,81","162,84","175,91","184,09","184,45","189,00","203,18","216,24","205,22","207,50","215,00"
FLOCOS DE MILHO ENRIQUECIDO (15 kg),ATACADO,PB,"31,72","33,71","35,59","35,58","35,51","35,70","35,70","33,55","33,13","34,09","33,09","30,86"
FLOCOS DE MILHO PRE-COZIDO (15 kg),ATACADO,PB,"31,72","33,71","35,59","35,58","35,51","35,70","35,70","33,51","33,13","34,09","32,99","30,86"
FUBÁ DE MILHO COMUM AMARELO (10 kg),ATACADO,PB,,,,,,,,,,,"22,93","24,77"
LEITE DE VACA EM PÓ INTEGRAL (10 kg),ATACADO,PB,"190,15","184,85","193,36","192,00","190,10","192,00","191,57","190,00","218,84","269,21","280,25","281,93"
LEITE DE VACA LONGA VIDA INTEGRAL (12 l),ATACADO,PB,"37,46","36,66","37,19","37,48","36,94","37,80","37,80","37,26","41,11","52,52","52,00","49,07"
LEITE DE VACA PASTEURIZADO TIPO C (12 l),ATACADO,PB,"31,50","31,25","32,05","32,29","32,57","32,56","32,77","33,75","34,29","35,44","37,46","37,25"
MACARRÃO ESPAGUETE SÊMOLA COM OVOS (15 kg),ATACADO,PB,"115,04","118,20","117,81","117,00","115,71","117,00","117,00","119,10","119,80","119,77","119,44","117,74"
MILHO EM GRÃOS (50 kg),ATACADO,PB,"46,05","47,92","45,82","48,00","43,16","40,83","41,65","46,21","50,64","52,20","58,59","63,61"
MILHO EM GRÃOS (60 kg),ATACADO,PB,"59,40","59,60","57,65","56,68","51,25","48,74","50,02","57,97","63,71","64,14","71,64","76,43"
OLEO DE SOJA REFINADO (20 un),ATACADO,PB,"73,50","78,65","79,64","80,48","81,57","81,67","75,27","79,58","100,42","143,44","149,90","152,44"
OVOS DE GALINHA GRANDE BRANCO (20 dz),ATACADO,PB,"72,43","74,80","75,53","75,50","75,98","76,00","76,00","76,50","79,14","81,12","81,50","77,55"
ABACAXI PÉROLA (t),PRODUTOR,PB,"1.151,43",,,,,,,,,,,
ABACAXI PÉROLA (un),PRODUTOR,PB,"1,49","1,53","1,76","1,86","2,03","2,03","2,02","2,06","2,17","2,00","1,88","1,82"
AMENDOIM EM CASCA (25 kg),PRODUTOR,PB,"100,00","100,00",,,,,,"125,00","125,00","136,36","145,00","145,00"
ARROZ EM CASCA VERMELHO (60 kg),PRODUTOR,PB,"95,00","95,00",,,"100,00","100,00","90,00","89,25","87,00","91,09","92,50","93,00"
BANANA PACOVAN (1000 un),PRODUTOR,PB,"75,00","86,63","112,73","121,36","148,21","150,00","146,74","135,00","130,00","125,91","120,75","118,70"
BATATA INGLESA (kg),PRODUTOR,PB,"2,20","2,20","2,25","2,41","2,80","3,00","3,00","2,95","2,80","2,68","2,59","2,55"
BATATA-DOCE AMARELA (kg),PRODUTOR,PB,"1,85","1,85","2,01","2,27","2,54","2,25","2,12","2,18","2,10","2,08","2,04","1,99"
BOI GORDO (15 kg),PRODUTOR,PB,"193,91","190,00","183,41","180,91","185,00","188,41","215,00","210,00","211,36","220,57","225,07","250,65"
CANA DE AÇÚCAR (t),PRODUTOR,PB,"90,19","101,63","104,00","103,59","99,53","95,56","100,85","103,83","109,00","109,21","109,86","119,09"
CARNE CAPRINA CARCAÇA (kg),PRODUTOR,PB,"12,00","12,00","12,00","11,59","11,00","11,00","11,00","11,00","11,08","11,55",,
CARNE CAPRINA DIANTEIRA (kg),PRODUTOR,PB,"12,00","12,00","12,00","11,59","11,00","11,00","11,00","11,00","11,08","11,55",,
CARNE CAPRINA TRASEIRA (kg),PRODUTOR,PB,"12,00","12,00","12,00","11,59","11,00","11,00","11,00","11,00","11,08","11,55",,
CARÁ SÃO TOMÉ (kg),PRODUTOR,PB,"2,20","2,20","2,40","2,73","3,10","3,35","3,50","3,41","3,18","3,32","3,23","3,35"
CASTANHA DE CAJU EM CASCA (kg),PRODUTOR,PB,"2,34","2,56","2,60","2,50","2,63","2,68","2,73",,,"3,24","3,07","3,00"
FARINHA DE MANDIOCA MÉDIA SECA (50 kg),PRODUTOR,PB,"73,70","73,00","75,00","78,50","93,68","100,00","100,00","97,50","90,68","93,87","91,88","89,00"
FAVA ORELHA DE VÓ (kg),PRODUTOR,PB,"7,11","7,15","7,14","7,47","8,00","8,38","8,50","8,63","9,50","9,84","10,00","10,00"
FEIJÃO CAUPI (60 kg),PRODUTOR,PB,"125,00",,,,"137,00","162,50","204,78","181,88","182,13","185,66","186,98",
FEIJÃO COMUM CORES (60 kg),PRODUTOR,PB,"210,00",,,,"230,00","255,75","306,00","315,71","256,92","261,27","238,51",
FRANGO VIVO (kg),PRODUTOR,PB,"5,35","5,30","5,17","4,87","4,32","4,20","3,79","4,74","5,23","5,38","5,40","5,25"
INHAME DA COSTA (kg),PRODUTOR,PB,"4,00","4,00","4,38","4,64","4,37","4,78","5,08","4,88","4,55","4,88","4,85","4,90"
LEITE DE CABRA IN NATURA (l),PRODUTOR,PB,,,,,,,,,,,"1,99","1,99"
LEITE DE VACA IN NATURA (l),PRODUTOR,PB,"1,18","1,19","1,20","1,23","1,26","1,31","1,24","1,33","1,38","1,54","1,58","1,57"
MANGABA FRUTO (kg),PRODUTOR,PB,"2,20","2,11","1,78","1,64","1,60","1,60",,,,,,
MEL DE ABELHA (kg),PRODUTOR,PB,"8,17","7,42","7,39","7,30","7,30","7,30","7,30","7,30","7,57","9,00","9,67","10,16"
MILHO EM GRÃOS (60 kg),PRODUTOR,PB,"39,75",,,,,"46,06","62,46","48,56","53,38","57,18","56,75",
NOVILHO PARA ENGORDA (15 kg),PRODUTOR,PB,"190,22","185,00","178,41","175,91","180,00","181,40","227,65","220,00","214,09","212,27","218,75","239,52"
OVOS DE GALINHA GRANDE BRANCO (dz),PRODUTOR,PB,"3,21","3,30","3,39","3,34","3,50","3,50","3,67","3,78","3,91","4,15","4,14","4,10"
POLVILHO (50 kg),PRODUTOR,PB,"135,00","135,00","135,00","135,34","138,45","150,00","150,00","150,00","150,68","155,00","155,00","155,00"
RAIZ DE MANDIOCA PARA FARINHA (t),PRODUTOR,PB,"200,00","202,50","210,00","221,82","251,79","300,00","300,00","300,00","302,39","315,23","311,25","307,50"
SISAL EM BRUTO TIPO 2 (kg),PRODUTOR,PB,"3,10","3,10","3,10","3,10","3,10","3,05","3,04","3,05","3,10","3,10","3,10","3,10"
UMBU FRUTO (25 kg),PRODUTOR,PB,,"9,93","8,86","10,00","10,00",,,,,,,
UVA DE MESA ISABEL (kg),PRODUTOR,PB,"2,47","2,50","2,57","2,65","2,38","1,87","1,57","2,14","2,92","3,52","3,79","4,05"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (kg),VAREJO,PB,"2,98","3,13","3,20","3,18","3,35","3,37","3,19","3,44","3,96","4,71","4,78","5,04"
AÇÚCAR CRISTAL (kg),VAREJO,PB,"2,15","2,20","2,22","2,24","2,38","2,43","2,21","2,18","2,25","2,23","2,32","2,46"
BATATA INGLESA (kg),VAREJO,PB,"3,24","3,64","4,14","4,83","6,09","6,24","5,03","3,62","3,38","3,08","5,42","6,36"
CAFÉ MOÍDO E TORRADO (250 g),VAREJO,PB,"3,74","3,92","3,94","3,91","4,06","4,23","3,72","3,61","3,56","3,69","3,90","4,10"
CARNE BOVINA CHARQUE PA CRAY-O-VAC (500 g),VAREJO,PB,"12,50","14,12","14,28","14,52","14,75","13,75","14,74","15,27","14,80","16,12","18,29","18,76"
CARNE BOVINA PONTA DE AGULHA (kg),VAREJO,PB,"12,25","13,54","15,17","15,76","16,11","14,90","15,65","17,03","18,34","19,23","20,46","23,55"
CARNE DE FRANGO CONGELADO (kg),VAREJO,PB,"6,64","6,60","6,99","6,72","6,50","6,52","6,34","6,49","6,80","7,20","7,48","7,49"
CARNE DE FRANGO RESFRIADO (kg),VAREJO,PB,"7,55","7,40","7,21","7,05","6,95","7,01","7,85","7,97","8,07","8,70","9,00","9,14"
CARNE SUÍNA RESFRIADO PERNIL COM OSSO (kg),VAREJO,PB,"14,50","14,70","14,12","13,47","14,00","14,01","14,62","15,14","15,48","16,16","17,43","18,74"
CEBOLA (kg),VAREJO,PB,"2,66","2,13","2,47","2,91","4,07","5,11","6,06","4,36","3,35","3,00","2,68","2,44"
EXTRATO DE TOMATE (340 g),VAREJO,PB,"2,36","2,60","2,43","2,39","2,90","3,11","3,13","3,08","3,15","3,46","3,44","3,36"
FARINHA DE MANDIOCA MÉDIA TIPO 1 SECA (kg),VAREJO,PB,"2,64","2,59","2,70","2,70","2,95","3,23","3,29","3,40","3,34","3,25","3,16","3,06"
FARINHA DE TRIGO ENRIQUECIDA TIPO 1 (kg),VAREJO,PB,,,,,,,,,,,"2,99","3,13"
FARINHA DE TRIGO ESPECIAL (kg),VAREJO,PB,"2,69","2,64","2,68","2,78","3,15","3,41","3,71","3,53","3,82","3,85","3,83","3,72"
FLOCOS DE MILHO PRE-COZIDO (500 g),VAREJO,PB,"1,19","1,27","1,23","1,18","1,30","1,34","1,17","1,17","1,28","1,31","1,28","1,22"
FUBÁ DE MILHO COMUM AMARELO (500 g),VAREJO,PB,,,,,,,,,,,"2,10","2,22"
